DATE,STATION_NUMBER,DISCHARGE
2008-10-16,07GJ001,98.5999984741211
2008-10-17,07GJ001,99.5
2008-10-18,07GJ001,94.6999969482422
2008-10-19,07GJ001,91.1999969482422
2008-10-20,07GJ001,95.4000015258789
2008-10-21,07GJ001,97.6999969482422
2008-10-22,07GJ001,91.8000030517578
2008-10-23,07GJ001,90.8000030517578
2008-10-24,07GJ001,89.69999694824219
2008-10-25,07GJ001,88.0999984741211
2008-10-26,07GJ001,96.5999984741211
2008-10-27,07GJ001,97.6999969482422
2008-10-28,07GJ001,93.5999984741211
2008-10-29,07GJ001,85.4000015258789
2008-10-30,07GJ001,89.4000015258789
2008-10-31,07GJ001,89.30000305175781
2008-11-01,07GJ001,87.69999694824219
2008-11-02,07GJ001,87.0999984741211
2008-11-03,07GJ001,87.5
2008-11-04,07GJ001,88.19999694824219
2008-11-05,07GJ001,92.5
2008-11-06,07GJ001,91.5
2008-11-07,07GJ001,89.0999984741211
2008-11-08,07GJ001,81.5999984741211
2008-11-09,07GJ001,80.5999984741211
2008-11-10,07GJ001,81.80000305175781
2008-11-11,07GJ001,84.4000015258789
2008-11-12,07GJ001,85.9000015258789
2008-11-13,07GJ001,88.19999694824219
2008-11-14,07GJ001,90.0999984741211
2008-11-15,07GJ001,89.30000305175781
2008-11-16,07GJ001,88.19999694824219
2008-11-17,07GJ001,83.9000015258789
2008-11-18,07GJ001,85.4000015258789
2008-11-19,07GJ001,93.4000015258789
2008-11-20,07GJ001,71.5999984741211
2008-11-21,07GJ001,60.20000076293945
2008-11-22,07GJ001,63.5
2008-11-23,07GJ001,68.0
2008-11-24,07GJ001,66.0
2008-11-25,07GJ001,68.5
2008-11-26,07GJ001,78.5999984741211
2008-11-27,07GJ001,73.5999984741211
2008-11-28,07GJ001,83.30000305175781
2008-11-29,07GJ001,87.69999694824219
2008-11-30,07GJ001,79.4000015258789
2008-12-01,07GJ001,79.0999984741211
2008-12-02,07GJ001,65.0999984741211
2008-12-03,07GJ001,75.0
2008-12-04,07GJ001,83.0
2008-12-05,07GJ001,85.0
2008-12-06,07GJ001,82.0
2008-12-07,07GJ001,75.0
2008-12-08,07GJ001,69.0
2008-12-09,07GJ001,78.0
2008-12-10,07GJ001,74.0
2008-12-11,07GJ001,70.0
2008-12-12,07GJ001,68.0
2008-12-13,07GJ001,63.79999923706055
2008-12-14,07GJ001,60.79999923706055
2008-12-15,07GJ001,69.0
2008-12-16,07GJ001,69.4000015258789
2008-12-17,07GJ001,66.0
2008-12-18,07GJ001,59.0
2008-12-19,07GJ001,55.59999847412109
2008-12-20,07GJ001,53.900001525878906
2008-12-21,07GJ001,51.09999847412109
2008-12-22,07GJ001,48.20000076293945
2008-12-23,07GJ001,45.70000076293945
2008-12-24,07GJ001,47.0
2008-12-25,07GJ001,49.0
2008-12-26,07GJ001,52.0
2008-12-27,07GJ001,53.0
2008-12-28,07GJ001,54.0
2008-12-29,07GJ001,55.0
2008-12-30,07GJ001,58.0
2008-12-31,07GJ001,58.0
2009-01-01,07GJ001,58.5
2009-01-02,07GJ001,58.0
2009-01-03,07GJ001,57.0
2009-01-04,07GJ001,55.0
2009-01-05,07GJ001,54.0
2009-01-06,07GJ001,54.0
2009-01-07,07GJ001,54.5
2009-01-08,07GJ001,54.0
2009-01-09,07GJ001,54.0
2009-01-10,07GJ001,54.09999847412109
2009-01-11,07GJ001,54.09999847412109
2009-01-12,07GJ001,53.79999923706055
2009-01-13,07GJ001,53.59999847412109
2009-01-14,07GJ001,52.5
2009-01-15,07GJ001,52.5
2009-01-16,07GJ001,52.400001525878906
2009-01-17,07GJ001,52.09999847412109
2009-01-18,07GJ001,52.0
2009-01-19,07GJ001,52.0
2009-01-20,07GJ001,50.79999923706055
2009-01-21,07GJ001,50.09999847412109
2009-01-22,07GJ001,49.29999923706055
2009-01-23,07GJ001,48.400001525878906
2009-01-24,07GJ001,46.900001525878906
2009-01-25,07GJ001,45.20000076293945
2009-01-26,07GJ001,43.70000076293945
2009-01-27,07GJ001,42.0
2009-01-28,07GJ001,41.400001525878906
2009-01-29,07GJ001,39.70000076293945
2009-01-30,07GJ001,38.70000076293945
2009-01-31,07GJ001,39.20000076293945
2009-02-01,07GJ001,39.70000076293945
2009-02-02,07GJ001,41.29999923706055
2009-02-03,07GJ001,41.900001525878906
2009-02-04,07GJ001,42.29999923706055
2009-02-05,07GJ001,42.70000076293945
2009-02-06,07GJ001,42.900001525878906
2009-02-07,07GJ001,43.20000076293945
2009-02-08,07GJ001,43.59999847412109
2009-02-09,07GJ001,44.0
2009-02-10,07GJ001,44.09999847412109
2009-02-11,07GJ001,43.70000076293945
2009-02-12,07GJ001,43.59999847412109
2009-02-13,07GJ001,43.29999923706055
2009-02-14,07GJ001,43.20000076293945
2009-02-15,07GJ001,42.59999847412109
2009-02-16,07GJ001,41.0
2009-02-17,07GJ001,39.29999923706055
2009-02-18,07GJ001,39.5
2009-02-19,07GJ001,38.400001525878906
2009-02-20,07GJ001,37.20000076293945
2009-02-21,07GJ001,35.400001525878906
2009-02-22,07GJ001,34.599998474121094
2009-02-23,07GJ001,35.20000076293945
2009-02-24,07GJ001,35.400001525878906
2009-02-25,07GJ001,35.20000076293945
2009-02-26,07GJ001,35.900001525878906
2009-02-27,07GJ001,38.09999847412109
2009-02-28,07GJ001,38.5
2009-03-01,07GJ001,37.900001525878906
2009-03-02,07GJ001,37.09999847412109
2009-03-03,07GJ001,36.400001525878906
2009-03-04,07GJ001,35.900001525878906
2009-03-05,07GJ001,36.20000076293945
2009-03-06,07GJ001,37.400001525878906
2009-03-07,07GJ001,37.59999847412109
2009-03-08,07GJ001,37.79999923706055
2009-03-09,07GJ001,37.70000076293945
2009-03-10,07GJ001,37.400001525878906
2009-03-11,07GJ001,36.400001525878906
2009-03-12,07GJ001,34.70000076293945
2009-03-13,07GJ001,35.599998474121094
2009-03-14,07GJ001,35.099998474121094
2009-03-15,07GJ001,34.400001525878906
2009-03-16,07GJ001,34.099998474121094
2009-03-17,07GJ001,34.099998474121094
2009-03-18,07GJ001,34.5
2009-03-19,07GJ001,34.79999923706055
2009-03-20,07GJ001,34.79999923706055
2009-03-21,07GJ001,34.79999923706055
2009-03-22,07GJ001,34.900001525878906
2009-03-23,07GJ001,34.900001525878906
2009-03-24,07GJ001,34.70000076293945
2009-03-25,07GJ001,35.0
2009-03-26,07GJ001,34.900001525878906
2009-03-27,07GJ001,34.400001525878906
2009-03-28,07GJ001,34.20000076293945
2009-03-29,07GJ001,34.29999923706055
2009-03-30,07GJ001,34.400001525878906
2009-03-31,07GJ001,34.29999923706055
2009-04-01,07GJ001,32.79999923706055
2009-04-02,07GJ001,33.79999923706055
2009-04-03,07GJ001,34.5
2009-04-04,07GJ001,34.599998474121094
2009-04-05,07GJ001,35.099998474121094
2009-04-06,07GJ001,36.20000076293945
2009-04-07,07GJ001,41.5
2009-04-08,07GJ001,48.79999923706055
2009-04-09,07GJ001,59.09999847412109
2009-04-10,07GJ001,83.0
2009-04-11,07GJ001,191.0
2009-04-12,07GJ001,487.0
2009-04-13,07GJ001,541.0
2009-04-14,07GJ001,469.0
2009-04-15,07GJ001,375.0
2009-04-16,07GJ001,323.0
2009-04-17,07GJ001,335.0
2009-04-18,07GJ001,345.0
2009-04-19,07GJ001,358.0
2009-04-20,07GJ001,357.0
2009-04-21,07GJ001,374.0
2009-04-22,07GJ001,418.0
2009-04-23,07GJ001,512.0
2009-04-24,07GJ001,558.0
2009-04-25,07GJ001,456.0
2009-04-26,07GJ001,401.0
2009-04-27,07GJ001,375.0
2009-04-28,07GJ001,337.0
2009-04-29,07GJ001,304.0
2009-04-30,07GJ001,282.0
2009-05-01,07GJ001,268.0
2009-05-02,07GJ001,267.0
2009-05-03,07GJ001,288.0
2009-05-04,07GJ001,392.0
2009-05-05,07GJ001,575.0
2009-05-06,07GJ001,685.0
2009-05-07,07GJ001,693.0
2009-05-08,07GJ001,696.0
2009-05-09,07GJ001,679.0
2009-05-10,07GJ001,741.0
2009-05-11,07GJ001,761.0
2009-05-12,07GJ001,744.0
2009-05-13,07GJ001,728.0
2009-05-14,07GJ001,668.0
2009-05-15,07GJ001,577.0
2009-05-16,07GJ001,536.0
2009-05-17,07GJ001,507.0
2009-05-18,07GJ001,504.0
2009-05-19,07GJ001,635.0
2009-05-20,07GJ001,673.0
2009-05-21,07GJ001,582.0
2009-05-22,07GJ001,536.0
2009-05-23,07GJ001,543.0
2009-05-24,07GJ001,553.0
2009-05-25,07GJ001,612.0
2009-05-26,07GJ001,692.0
2009-05-27,07GJ001,768.0
2009-05-28,07GJ001,833.0
2009-05-29,07GJ001,788.0
2009-05-30,07GJ001,690.0
2009-05-31,07GJ001,736.0
2009-06-01,07GJ001,867.0
2009-06-02,07GJ001,752.0
2009-06-03,07GJ001,662.0
2009-06-04,07GJ001,670.0
2009-06-05,07GJ001,768.0
2009-06-06,07GJ001,911.0
2009-06-07,07GJ001,883.0
2009-06-08,07GJ001,755.0
2009-06-09,07GJ001,668.0
2009-06-10,07GJ001,626.0
2009-06-11,07GJ001,621.0
2009-06-12,07GJ001,666.0
2009-06-13,07GJ001,755.0
2009-06-14,07GJ001,886.0
2009-06-15,07GJ001,960.0
2009-06-16,07GJ001,941.0
2009-06-17,07GJ001,921.0
2009-06-18,07GJ001,898.0
2009-06-19,07GJ001,833.0
2009-06-20,07GJ001,766.0
2009-06-21,07GJ001,687.0
2009-06-22,07GJ001,636.0
2009-06-23,07GJ001,554.0
2009-06-24,07GJ001,497.0
2009-06-25,07GJ001,449.0
2009-06-26,07GJ001,436.0
2009-06-27,07GJ001,460.0
2009-06-28,07GJ001,451.0
2009-06-29,07GJ001,388.0
2009-06-30,07GJ001,401.0
2009-07-01,07GJ001,365.0
2009-07-02,07GJ001,325.0
2009-07-03,07GJ001,294.0
2009-07-04,07GJ001,276.0
2009-07-05,07GJ001,280.0
2009-07-06,07GJ001,293.0
2009-07-07,07GJ001,324.0
2009-07-08,07GJ001,1150.0
2009-07-09,07GJ001,3090.0
2009-07-10,07GJ001,2850.0
2009-07-11,07GJ001,2100.0
2009-07-12,07GJ001,1810.0
2009-07-13,07GJ001,1600.0
2009-07-14,07GJ001,1430.0
2009-07-15,07GJ001,1280.0
2009-07-16,07GJ001,1150.0
2009-07-17,07GJ001,980.0
2009-07-18,07GJ001,864.0
2009-07-19,07GJ001,826.0
2009-07-20,07GJ001,787.0
2009-07-21,07GJ001,757.0
2009-07-22,07GJ001,646.0
2009-07-23,07GJ001,572.0
2009-07-24,07GJ001,529.0
2009-07-25,07GJ001,499.0
2009-07-26,07GJ001,452.0
2009-07-27,07GJ001,432.0
2009-07-28,07GJ001,428.0
2009-07-29,07GJ001,406.0
2009-07-30,07GJ001,387.0
2009-07-31,07GJ001,361.0
2009-08-01,07GJ001,339.0
2009-08-02,07GJ001,329.0
2009-08-03,07GJ001,311.0
2009-08-04,07GJ001,323.0
2009-08-05,07GJ001,316.0
2009-08-06,07GJ001,304.0
2009-08-07,07GJ001,277.0
2009-08-08,07GJ001,255.0
2009-08-09,07GJ001,238.0
2009-08-10,07GJ001,235.0
2009-08-11,07GJ001,229.0
2009-08-12,07GJ001,223.0
2009-08-13,07GJ001,250.0
2009-08-14,07GJ001,250.0
2009-08-15,07GJ001,223.0
2009-08-16,07GJ001,207.0
2009-08-17,07GJ001,197.0
2009-08-18,07GJ001,193.0
2009-08-19,07GJ001,192.0
2009-08-20,07GJ001,192.0
2009-08-21,07GJ001,203.0
2009-08-22,07GJ001,202.0
2009-08-23,07GJ001,204.0
2009-08-24,07GJ001,215.0
2009-08-25,07GJ001,209.0
2009-08-26,07GJ001,198.0
2009-08-27,07GJ001,187.0
2009-08-28,07GJ001,182.0
2009-08-29,07GJ001,175.0
2009-08-30,07GJ001,171.0
2009-08-31,07GJ001,172.0
2009-09-01,07GJ001,175.0
2009-09-02,07GJ001,177.0
2009-09-03,07GJ001,178.0
2009-09-04,07GJ001,182.0
2009-09-05,07GJ001,189.0
2009-09-06,07GJ001,217.0
2009-09-07,07GJ001,223.0
2009-09-08,07GJ001,200.0
2009-09-09,07GJ001,182.0
2009-09-10,07GJ001,172.0
2009-09-11,07GJ001,184.0
2009-09-12,07GJ001,178.0
2009-09-13,07GJ001,175.0
2009-09-14,07GJ001,177.0
2009-09-15,07GJ001,165.0
2009-09-16,07GJ001,164.0
2009-09-17,07GJ001,163.0
2009-09-18,07GJ001,165.0
2009-09-19,07GJ001,167.0
2009-09-20,07GJ001,179.0
2009-09-21,07GJ001,169.0
2009-09-22,07GJ001,180.0
2009-09-23,07GJ001,170.0
2009-09-24,07GJ001,161.0
2009-09-25,07GJ001,163.0
2009-09-26,07GJ001,171.0
2009-09-27,07GJ001,165.0
2009-09-28,07GJ001,149.0
2009-09-29,07GJ001,158.0
2009-09-30,07GJ001,149.0
2009-10-01,07GJ001,142.0
2009-10-02,07GJ001,140.0
2009-10-03,07GJ001,139.0
2009-10-04,07GJ001,135.0
2009-10-05,07GJ001,134.0
2009-10-06,07GJ001,133.0
2009-10-07,07GJ001,133.0
2009-10-08,07GJ001,131.0
2009-10-09,07GJ001,136.0
2009-10-10,07GJ001,151.0
2009-10-11,07GJ001,146.0
2009-10-12,07GJ001,136.0
2009-10-13,07GJ001,129.0
2009-10-14,07GJ001,119.0
2009-10-15,07GJ001,118.0
2009-10-16,07GJ001,116.0
2009-10-17,07GJ001,118.0
2009-10-18,07GJ001,123.0
2009-10-19,07GJ001,124.0
2009-10-20,07GJ001,132.0
2009-10-21,07GJ001,135.0
2009-10-22,07GJ001,133.0
2009-10-23,07GJ001,128.0
2009-10-24,07GJ001,126.0
2009-10-25,07GJ001,126.0
2009-10-26,07GJ001,124.0
2009-10-27,07GJ001,124.0
2009-10-28,07GJ001,124.0
2009-10-29,07GJ001,125.0
2009-10-30,07GJ001,124.0
2009-10-31,07GJ001,125.0
2009-11-01,07GJ001,121.0
2009-11-02,07GJ001,121.0
2009-11-03,07GJ001,166.0
2009-11-04,07GJ001,173.0
2009-11-05,07GJ001,157.0
2009-11-06,07GJ001,146.0
2009-11-07,07GJ001,137.0
2009-11-08,07GJ001,135.0
2009-11-09,07GJ001,136.0
2009-11-10,07GJ001,131.0
2009-11-11,07GJ001,122.0
2009-11-12,07GJ001,118.0
2009-11-13,07GJ001,106.0
2009-11-14,07GJ001,101.0
2009-11-15,07GJ001,107.0
2009-11-16,07GJ001,105.0
2009-11-17,07GJ001,111.0
2009-11-18,07GJ001,102.0
2009-11-19,07GJ001,104.0
2009-11-20,07GJ001,107.0
2009-11-21,07GJ001,111.0
2009-11-22,07GJ001,105.0
2009-11-23,07GJ001,88.5999984741211
2009-11-24,07GJ001,100.0
2009-11-25,07GJ001,85.19999694824219
2009-11-26,07GJ001,87.5
2009-11-27,07GJ001,73.0
2009-11-28,07GJ001,69.4000015258789
2009-11-29,07GJ001,75.69999694824219
2009-11-30,07GJ001,76.4000015258789
2009-12-01,07GJ001,79.4000015258789
2009-12-02,07GJ001,70.9000015258789
2009-12-03,07GJ001,61.20000076293945
2009-12-04,07GJ001,69.0
2009-12-05,07GJ001,53.400001525878906
2009-12-06,07GJ001,59.5
2009-12-07,07GJ001,52.5
2009-12-08,07GJ001,45.0
2009-12-09,07GJ001,49.79999923706055
2009-12-10,07GJ001,56.20000076293945
2009-12-11,07GJ001,51.20000076293945
2009-12-12,07GJ001,49.400001525878906
2009-12-13,07GJ001,48.59999847412109
2009-12-14,07GJ001,47.79999923706055
2009-12-15,07GJ001,47.0
2009-12-16,07GJ001,46.5
2009-12-17,07GJ001,46.20000076293945
2009-12-18,07GJ001,46.09999847412109
2009-12-19,07GJ001,46.0
2009-12-20,07GJ001,45.79999923706055
2009-12-21,07GJ001,45.59999847412109
2009-12-22,07GJ001,45.400001525878906
2009-12-23,07GJ001,45.20000076293945
2009-12-24,07GJ001,45.0
2009-12-25,07GJ001,44.79999923706055
2009-12-26,07GJ001,44.59999847412109
2009-12-27,07GJ001,44.5
2009-12-28,07GJ001,44.400001525878906
2009-12-29,07GJ001,44.29999923706055
2009-12-30,07GJ001,44.20000076293945
2009-12-31,07GJ001,44.09999847412109
2010-01-01,07GJ001,44.0
2010-01-02,07GJ001,44.0
2010-01-03,07GJ001,43.900001525878906
2010-01-04,07GJ001,43.900001525878906
2010-01-05,07GJ001,43.79999923706055
2010-01-06,07GJ001,43.79999923706055
2010-01-07,07GJ001,43.79999923706055
2010-01-08,07GJ001,43.900001525878906
2010-01-09,07GJ001,43.900001525878906
2010-01-10,07GJ001,43.900001525878906
2010-01-11,07GJ001,44.20000076293945
2010-01-12,07GJ001,43.70000076293945
2010-01-13,07GJ001,43.79999923706055
2010-01-14,07GJ001,44.09999847412109
2010-01-15,07GJ001,44.5
2010-01-16,07GJ001,44.79999923706055
2010-01-17,07GJ001,45.09999847412109
2010-01-18,07GJ001,45.400001525878906
2010-01-19,07GJ001,45.400001525878906
2010-01-20,07GJ001,45.29999923706055
2010-01-21,07GJ001,44.29999923706055
2010-01-22,07GJ001,42.400001525878906
2010-01-23,07GJ001,40.79999923706055
2010-01-24,07GJ001,41.29999923706055
2010-01-25,07GJ001,41.0
2010-01-26,07GJ001,39.79999923706055
2010-01-27,07GJ001,38.59999847412109
2010-01-28,07GJ001,37.70000076293945
2010-01-29,07GJ001,37.29999923706055
